TITLE     = "Particles in 3D"
VARIABLES = "X" "Y" "Z" "UP" "VP" "WP" "MASS" "WT" "WTD" "DPM" "XN" "YN" "ZN" "SRCNUM
ZONE T="     0.0 seconds"
I=         4, J=1, K=1,F=POINT
DT=(SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE)
   114.396    97.443     2.116     0.642    -0.047     0.081  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   118.471    95.700     1.109    -0.084     0.332    -0.266  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   122.014    97.150     1.682    -0.292    -0.811     0.214  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    83.788   102.010     1.704    -0.309     0.025     0.551  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    89.753   100.283     0.352     0.001    -0.873     0.122  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    44.149    99.051     1.404    -0.230    -1.495    -0.195  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    58.070   102.712     0.494    -0.184     0.155    -0.168  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    58.252    97.733     1.355     0.065     0.222    -0.498  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   123.513   101.977     0.206     0.418    -0.825     0.293  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   111.237    98.017     0.467     0.011    -0.490     0.129  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   114.665   101.881     1.077    -0.417     1.780    -0.551  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    43.822   103.198     1.491     0.448     0.205     0.940  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   117.535    96.491     2.964    -0.243    -0.295     0.235  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    73.975    95.850     2.659     0.999     0.208    -0.056  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    67.414    98.445     1.306    -0.158     1.041    -0.472  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    62.615    98.518     0.152     0.725     0.688    -0.239  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    52.726    95.964     1.514    -0.416     0.138    -0.165  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   103.488    98.074     2.042    -0.292     0.004     0.035  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    98.637    98.621     0.615    -0.732    -0.350     0.122  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    56.135   102.087     2.175    -0.081     1.210     0.194  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   104.923    94.322     2.397     0.436    -0.921     0.836  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   127.044   101.393     0.593     0.245    -0.788     0.153  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    56.133    98.855     1.896    -0.201    -0.079    -0.240  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    95.232    98.337     2.242    -1.002     0.015     0.302  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   126.329   104.116     0.960    -0.307     0.709     0.017  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    41.027   102.607     0.556    -0.231     0.717    -0.043  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    63.289    98.378     0.337     0.003     0.830     0.338  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    77.023    97.031     1.000     0.361    -0.309     0.067  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    87.692    99.077     1.518    -0.192     0.222    -0.053  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    78.269   102.647     0.240     0.262    -0.582     0.274  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   115.255   102.175     0.259     0.320     1.009    -0.125  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    45.033   100.142     1.612    -0.196     0.017    -0.545  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   131.576   101.350     0.470     0.177    -0.522    -0.436  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    41.616   103.644     1.038    -0.088    -0.810    -0.344  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    69.748   102.573     0.122    -0.384    -0.012     0.086  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   107.000    98.917     0.677    -0.445    -0.958     0.282  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   102.380    97.484     0.513    -0.258    -0.016    -0.407  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   113.164    97.960     0.331     0.093     0.523     0.229  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    39.939   102.434     1.313    -0.145    -0.233     0.109  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    97.822    98.615     0.427    -0.313    -0.581    -0.044  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   129.973   103.050     1.845     0.570     0.704     0.308  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    66.570    97.192     0.368     0.809    -0.651    -0.072  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    43.970   101.156     0.353    -0.239     0.528    -1.212  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    84.128   100.158     0.241    -0.129     0.343     0.275  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    68.490   101.027     0.164    -0.016    -0.292    -0.389  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   107.944   100.170     0.881    -0.177     0.665     0.154  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   118.494    95.654     1.036     0.938    -0.050    -0.089  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    77.293    99.264     0.757     0.319     0.127    -0.162  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    97.077    97.197     0.662     0.371    -0.283     0.514  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    75.753    94.504     3.492     0.670    -0.949     0.579  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    56.370    99.832     1.463     0.170     0.678    -0.429  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    59.652   100.817     2.153    -0.196     0.405     0.172  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   110.255    96.680     2.574    -0.214    -1.028    -0.018  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    99.911   100.839     1.564    -0.747     0.634    -0.157  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   122.987   101.201     1.212    -0.036     0.511    -0.263  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    42.984   103.404     0.737    -0.279     0.370     0.084  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    95.391    97.037     1.025    -0.267    -1.003    -0.032  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    49.734    98.225     1.379     0.276     0.270    -0.072  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   108.933    96.836     2.405     0.613     0.246     0.144  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    52.730   101.430     1.865     0.434    -0.011     0.641  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   124.584   103.303     1.052    -0.477     0.648    -0.233  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    90.976    98.094     0.609    -0.512    -0.040     0.084  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    93.673    95.513     1.523    -0.444    -0.878    -0.125  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   117.840   100.072     0.385     0.432     0.245    -0.139  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   130.150   104.608     3.514     0.314     0.939     1.293  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    97.639    96.920     2.580    -0.042     0.206     0.169  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   120.376    99.483     1.798    -0.421    -0.419     0.403  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    91.743    98.661     1.765     0.333    -0.147     0.644  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   133.803   104.217     0.894     0.559     2.169     0.763  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    38.089    99.292     0.198     0.162    -0.445    -0.409  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   105.615   100.075     0.459     0.160     0.905     0.090  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    75.894    97.645     1.318    -0.401     1.013    -0.211  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    94.024    99.782     0.742     0.426    -0.979     0.104  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    65.688   101.683     0.473    -0.134     0.969    -0.303  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    50.994    98.853     1.326    -0.751    -0.277     0.103  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    90.488    99.345     1.506    -0.436    -0.505     0.619  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    97.728    97.731     1.415     0.002    -0.537     0.223  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    74.199   102.072     1.363     0.024     0.630     0.022  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   126.418   103.546     1.105    -0.218    -0.117     0.016  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    47.429    95.429     4.541     1.490    -0.649     0.587  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   113.675   102.070     0.338    -1.480     0.155     0.118  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   123.530   101.254     1.625     0.022     0.118     0.039  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   127.235    99.073     1.474     0.606     0.573     0.272  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   132.831   102.743     2.499    -0.512     1.472    -0.008  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   108.066    96.890     2.229     0.217    -0.652     0.185  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   126.782   102.248     1.646    -0.455    -0.042    -0.565  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   130.536    99.638     1.232     0.895    -0.403     1.132  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    41.208   103.561     1.408    -0.327    -0.050     0.226  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    74.628    98.069     2.100     1.219    -1.732     0.460  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   119.800   104.197     0.212     0.614    -0.168     0.146  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    98.541    98.899     0.809     0.286     0.225     0.056  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   100.854   103.401     1.640     0.132     1.188    -0.167  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   121.715    99.692     0.318     0.303    -0.682    -0.058  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    46.285    99.714     1.337     0.024     0.357    -0.315  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   124.279    98.981     1.778     0.313     0.504    -0.295  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    50.747    97.593     0.502     0.290     0.060     0.182  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   130.421   101.261     3.241     0.066     0.738    -0.084  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    89.671   100.422     2.270    -0.774    -0.787    -0.215  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    51.706    99.545     0.435     0.453     0.199     0.315  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    72.736    98.398     2.682     0.694    -1.000     0.305  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    96.494   102.119     0.736    -0.311    -0.256     0.085  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    59.469    97.568     2.455     0.150    -0.817    -0.013  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   123.963   100.271     0.349    -0.841     0.823     0.311  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    82.930   100.658     0.408    -0.563     0.589     0.132  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   131.470   104.999     2.290    -0.472     0.526     0.911  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   101.936   100.045     0.866     0.887    -0.238     0.150  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    57.693    97.731     0.740    -0.606    -1.349     0.048  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   120.562   104.151     0.322     0.081    -0.312    -0.266  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    42.321   102.363     3.255    -0.388     0.036     0.674  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    64.072   101.306     0.645     0.107     1.532     0.058  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   133.439   102.525     1.328    -0.805     1.370     0.604  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    69.647    99.378     1.733     0.060     0.819    -0.195  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    83.482   101.801     0.662    -0.759     0.185    -0.411  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    87.781    98.247     1.136    -0.582    -0.364     0.192  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    39.070   104.718     0.626     0.014     0.373     0.867  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   126.415   102.202     0.325     0.968    -0.693     0.352  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   114.029    99.424     1.118    -0.239    -0.785     0.390  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    81.851   102.080     0.974     0.421    -0.476     0.224  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    43.108   100.037     1.405    -0.814     0.032     0.041  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
