     2000  0.4000E+02
     5.000    40.077    53.085     3.454     0.020     1.000     1.000     0.000        1.
     5.000   126.879    52.102     1.717     0.020     1.000     1.000     0.000        1.
     5.000    67.501    44.709     2.598     0.020     1.000     1.000     0.000        1.
     5.000    95.318    50.261     0.407     0.020     1.000     1.000     0.000        1.
     5.000   128.813    56.711     0.481     0.020     1.000     1.000     0.000        1.
     5.000   122.803    49.283     2.436     0.020     1.000     1.000     0.000        1.
     5.000    36.928    55.907     0.191     0.020     1.000     1.000     0.000        1.
     5.000    97.103    57.170     0.245     0.020     1.000     1.000     0.000        1.
     5.000   121.671    51.072     0.508     0.020     1.000     1.000     0.000        1.
     5.000    92.156    50.308     0.614     0.020     1.000     1.000     0.000        1.
     5.000   128.204    55.354     1.218     0.020     1.000     1.000     0.000        1.
     5.000    91.791    50.901     1.156     0.020     1.000     1.000     0.000        1.
     5.000    71.423    47.107     2.020     0.020     1.000     1.000     0.000        1.
     5.000    56.622    49.795     2.028     0.020     1.000     1.000     0.000        1.
     5.000   105.070    45.952     2.379     0.020     1.000     1.000     0.000        1.
     5.000    72.694    50.684     0.579     0.020     1.000     1.000     0.000        1.
     5.000    55.626    46.302     2.581     0.020     1.000     1.000     0.000        1.
     5.000   124.242    51.731     2.574     0.020     1.000     1.000     0.000        1.
     5.000   127.439    57.099     0.445     0.020     1.000     1.000     0.000        1.
     5.000    86.893    57.940     1.654     0.020     1.000     1.000     0.000        1.
     5.000    52.600    52.129     1.797     0.020     1.000     1.000     0.000        1.
     5.000    62.433    44.218     2.342     0.020     1.000     1.000     0.000        1.
     5.000    75.874    53.681     0.255     0.020     1.000     1.000     0.000        1.
     5.000    86.815    48.474     6.557     0.020     1.000     1.000     0.000        1.
     5.000    96.227    50.988     3.922     0.020     1.000     1.000     0.000        1.
     5.000   101.998    48.509     1.684     0.020     1.000     1.000     0.000        1.
     5.000    50.457    52.378     1.087     0.020     1.000     1.000     0.000        1.
     5.000    83.026    55.851     1.110     0.020     1.000     1.000     0.000        1.
     5.000   113.028    45.193     3.158     0.020     1.000     1.000     0.000        1.
     5.000    71.615    52.224     0.468     0.020     1.000     1.000     0.000        1.
     5.000    52.943    51.032     1.482     0.020     1.000     1.000     0.000        1.
     5.000    97.932    51.939     0.288     0.020     1.000     1.000     0.000        1.
     5.000    87.102    58.177     1.978     0.020     1.000     1.000     0.000        1.
     5.000   124.349    55.165     0.209     0.020     1.000     1.000     0.000        1.
     5.000    77.476    56.044     0.169     0.020     1.000     1.000     0.000        1.
     5.000   123.709    54.822     0.282     0.020     1.000     1.000     0.000        1.
     5.000    64.320    48.542     1.434     0.020     1.000     1.000     0.000        1.
     5.000   123.154    56.586     0.692     0.020     1.000     1.000     0.000        1.
     5.000    73.596    47.636     1.109     0.020     1.000     1.000     0.000        1.
     5.000    93.822    52.454     1.272     0.020     1.000     1.000     0.000        1.
     5.000    70.275    50.135     2.364     0.020     1.000     1.000     0.000        1.
     5.000   107.496    46.973     2.821     0.020     1.000     1.000     0.000        1.
     5.000   115.413    48.852     2.114     0.020     1.000     1.000     0.000        1.
     5.000    92.011    48.733     3.302     0.020     1.000     1.000     0.000        1.
     5.000   102.754    52.509     1.441     0.020     1.000     1.000     0.000        1.
     5.000    55.661    55.235     0.424     0.020     1.000     1.000     0.000        1.
     5.000    98.876    49.511     0.751     0.020     1.000     1.000     0.000        1.
     5.000   131.378    55.831     0.569     0.020     1.000     1.000     0.000        1.
     5.000    90.988    54.517     0.942     0.020     1.000     1.000     0.000        1.
     5.000    91.884    51.611     0.685     0.020     1.000     1.000     0.000        1.
     5.000    99.828    49.746     2.437     0.020     1.000     1.000     0.000        1.
     5.000   136.342    58.769     0.223     0.020     1.000     1.000     0.000        1.
     5.000   105.575    45.756     3.303     0.020     1.000     1.000     0.000        1.
     5.000   107.195    52.207     3.014     0.020     1.000     1.000     0.000        1.
     5.000   108.924    60.119     0.483     0.020     1.000     1.000     0.000        1.
     5.000    45.743    56.627     0.124     0.020     1.000     1.000     0.000        1.
     5.000    97.592    53.763     0.979     0.020     1.000     1.000     0.000        1.
     5.000    40.537    53.896     2.799     0.020     1.000     1.000     0.000        1.
     5.000    52.898    48.854     1.821     0.020     1.000     1.000     0.000        1.
     5.000    58.003    48.508     1.520     0.020     1.000     1.000     0.000        1.
     5.000    83.721    53.924     0.699     0.020     1.000     1.000     0.000        1.
     5.000   111.215    53.736     0.439     0.020     1.000     1.000     0.000        1.
     5.000    66.168    51.489     0.626     0.020     1.000     1.000     0.000        1.
     5.000    90.467    55.072     1.762     0.020     1.000     1.000     0.000        1.
     5.000    56.715    47.631     2.405     0.020     1.000     1.000     0.000        1.
     5.000   115.315    54.585     0.308     0.020     1.000     1.000     0.000        1.
     5.000   106.762    54.649     1.402     0.020     1.000     1.000     0.000        1.
     5.000    69.837    50.812     1.886     0.020     1.000     1.000     0.000        1.
     5.000    60.917    55.453     0.668     0.020     1.000     1.000     0.000        1.
     5.000    45.191    59.017     0.939     0.020     1.000     1.000     0.000        1.
     5.000    75.191    46.387     3.525     0.020     1.000     1.000     0.000        1.
     5.000    58.389    54.107     0.433     0.020     1.000     1.000     0.000        1.
     5.000    57.534    55.138     0.388     0.020     1.000     1.000     0.000        1.
     5.000    43.075    54.851     0.755     0.020     1.000     1.000     0.000        1.
     5.000   104.777    54.570     0.238     0.020     1.000     1.000     0.000        1.
     5.000    64.870    52.900     0.199     0.020     1.000     1.000     0.000        1.
     5.000    94.832    52.255     0.578     0.020     1.000     1.000     0.000        1.
     5.000   121.503    56.611     0.141     0.020     1.000     1.000     0.000        1.
     5.000    74.699    45.765     2.095     0.020     1.000     1.000     0.000        1.
     5.000    91.398    48.279     3.304     0.020     1.000     1.000     0.000        1.
     5.000    72.233    54.792     0.337     0.020     1.000     1.000     0.000        1.
     5.000   116.847    54.605     1.334     0.020     1.000     1.000     0.000        1.
     5.000    50.838    50.134     3.283     0.020     1.000     1.000     0.000        1.
     5.000    50.531    46.435     1.474     0.020     1.000     1.000     0.000        1.
     5.000   131.882    56.990     1.119     0.020     1.000     1.000     0.000        1.
